county,material_tons_disposed,material_tons_in_curbside_recycle,material_tons_in_curbside_organics,material_tons_in_other_diversion,material_tons_generated_sum_of_all_streams,resin_type
San Francisco,19250.467463598812,2483.056582844901,20.669983759878473,139.61511543774736,21893.809145641346,PP
San Joaquin,4955.362588324049,443.67334784946956,5.5623915822997185,65.40338718693124,5470.001714942751,PP
San Luis Obispo,2665.7911158900224,264.86556938565474,3.46092086082536,40.01463861183998,2974.1322447483426,PP
San Mateo,10495.940103248508,1251.5249218835008,11.152828404180298,170.52328320970454,11929.141136745893,PP
Santa Barbara,4588.665113089008,471.1204548963214,5.471163365994783,83.95268679993231,5149.209418151257,PP
Santa Clara,26156.759472850325,3132.947169371304,27.711450824716174,1087.552644857591,30404.97073790394,PP
Santa Cruz,2366.9399452471766,232.3871670739422,2.9730776153042586,44.75196417050705,2647.05215410693,PP
Shasta,1518.5844939939573,150.7722217771191,2.060603651388038,18.387414738214673,1689.804734160679,PP
Sierra,5.717626221891981,0.6494910755739024,0.0017945516263773074,0.014901090184975001,6.383812939277235,PP
Siskiyou,289.6630597678844,32.09646889296738,0.35403247650091296,3.885442077231791,325.9990032145845,PP
Solano,3019.2400519756166,279.79292414826705,4.052048432931686,43.963274466736344,3347.048299023551,PP
Sonoma,4840.954345467837,480.7375671672655,5.798986619904878,96.82952803515101,5424.3204272901585,PP
Stanislaus,4076.2857012835216,349.70722479394965,5.141173061917746,53.68101716434177,4484.815116303731,PP
Sutter,676.7815870950997,61.00855620993909,0.7609871527305877,6.830106706834288,745.3812371646036,PP
Tehama,443.03175874623014,44.44675652328027,0.3843651384871467,5.822235749628952,493.6851161576265,PP
Trinity,72.58814002893118,8.771713122275099,0.06722618169250055,0.7709912909531871,82.19807062385196,PP
Tulare,3100.648589800966,244.1629504933818,3.432586925157774,35.137505639023,3383.381632858529,PP
Tuolumne,425.6912396349169,36.314355907837694,0.5511117964824923,5.889029038611076,468.44573637784805,PP
Ventura,7582.868011118316,772.5644925193221,8.745661542647031,148.20455270281727,8512.382717883103,PP
Yolo,1831.4487171871203,194.79406941114632,1.7750044148033564,29.486493396626148,2057.504284409696,PP
Yuba,340.94994117368685,33.76600511300403,0.43588805127757324,3.361683257504022,378.5135175954724,PP
Alameda,33632.083599320205,2161.5939862040327,54.312192949963425,422.08808082542805,36270.07785929963,LDPE/LLDPE
Alpine,14.210910145169864,1.2715733926068302,0.0031060527777246353,0.010991768987354999,15.496581359541775,LDPE/LLDPE
Amador,423.63000848089973,23.470963917287087,0.7524277601595301,10.43235041467037,458.2857505730167,LDPE/LLDPE
Butte,3826.656253768856,231.24524393840085,7.345215103510837,48.736713605246244,4113.9834264160145,LDPE/LLDPE
Calaveras,358.5693145858422,22.341207208872145,0.7732740164606199,9.606644946848075,391.2904407580231,LDPE/LLDPE
Colusa,414.6995826600125,17.611595436320854,0.560297378090032,2.698678567840909,435.5701540422643,LDPE/LLDPE
Contra Costa,16640.955455129064,1046.6086213030078,31.40029079587351,254.33107662298315,17973.29544385093,LDPE/LLDPE
Del Norte,346.2208685640087,21.535512019085488,0.5792497203050501,4.978111313761795,373.31374161716104,LDPE/LLDPE
El Dorado,2454.1830234870226,143.28725290774827,4.671080044489642,45.361264277091365,2647.502620716352,LDPE/LLDPE
Fresno,15871.06882210028,889.6182655148434,26.63007353157796,190.40379604062443,16977.72095718733,LDPE/LLDPE
Glenn,357.37292371921876,21.23304499761415,0.4272011837549618,4.160797330797896,383.1939672313858,LDPE/LLDPE
Humboldt,2159.1697040979884,130.11754855390691,4.052527435101583,41.356563143036304,2334.696343230033,LDPE/LLDPE
Imperial,2578.2005664805574,156.20790156101083,3.442956570885845,27.536547166771737,2765.387971779226,LDPE/LLDPE
Inyo,404.703112034466,25.287292953307983,0.6305560125586113,5.5113976841039225,436.13235868443655,LDPE/LLDPE
Kern,12263.526402773447,717.6186127779685,19.710932628361164,156.7911007974204,13157.647048977196,LDPE/LLDPE
Kings,1988.0791057756924,91.66443387512112,2.8871067677045135,21.984367605005517,2104.6150140235236,LDPE/LLDPE
Lake,781.3170833669647,51.67209280372301,1.036900609591924,17.10739410100684,851.1334708812864,LDPE/LLDPE
Lassen,318.4182235192053,19.923831994647333,0.5547750492770978,4.5978220041410856,343.4946525672708,LDPE/LLDPE
Los Angeles,210950.89310452243,13648.93063396215,349.69541203806193,2588.4969400107716,227538.01609053343,LDPE/LLDPE
Madera,1673.604684986478,99.76005774369104,2.6688068454131004,25.033105985214526,1801.0666555607968,LDPE/LLDPE
Marin,5586.372500604627,344.37965479798584,10.994328386067304,92.76166536432224,6034.508149153002,LDPE/LLDPE
Mariposa,246.4339383907787,23.166626070390713,0.3133430275699009,3.5795805231452973,273.4934880118846,LDPE/LLDPE
Mendocino,1517.4212477854112,89.02306190039984,2.7315058717603184,32.51257110910666,1641.688386666678,LDPE/LLDPE
Merced,3463.844731401422,173.4000363106178,4.567098728631045,40.69727935293262,3682.509145793604,LDPE/LLDPE
Modoc,121.8229161737418,6.890734453318587,0.16428330678893088,2.1060967832055133,130.98403071705482,LDPE/LLDPE
Mono,351.252806393186,27.917026542649516,0.7496143751219947,3.7021266968821895,383.62157400783974,LDPE/LLDPE
Monterey,7494.787240297814,451.18227468337716,12.49009491735364,89.54881896157391,8048.00842886012,LDPE/LLDPE
Napa,3737.362875286911,196.1438596742958,6.523773347515243,48.64389401759293,3988.6744023263145,LDPE/LLDPE
Nevada,1290.1483142441969,80.12149149085454,2.805047546484645,29.59640575233206,1402.6712590338682,LDPE/LLDPE
Orange,73593.67042051176,4735.402284603339,126.87044833704799,924.6935950243252,79380.63674847648,LDPE/LLDPE
Placer,7052.813040423696,408.4864507023791,14.012644246127381,108.27526040691453,7583.587395779117,LDPE/LLDPE
Plumas,249.56316145272177,15.72611961010039,0.4391147777239439,5.379076512034752,271.1074723525808,LDPE/LLDPE
Riverside,29802.039837097327,1880.636050081554,56.50361768969606,450.83621984413026,32190.015724712706,LDPE/LLDPE
Sacramento,26071.434968211808,1597.3590332393674,47.57180903855585,322.4359962659675,28038.801806755706,LDPE/LLDPE
San Benito,721.187455332593,39.48458034777634,1.1281616522976647,33.976444774441774,795.7766421071086,LDPE/LLDPE
San Bernardino,29793.54679489466,1869.4749872777434,54.95530643374014,418.47404352651733,32136.45113213266,LDPE/LLDPE
San Diego,68935.39370144813,4483.147815754681,122.06233883227364,844.90538176371,74385.5092377988,LDPE/LLDPE
San Francisco,35087.43708134437,2408.88393261562,57.878540643776674,265.42984161840087,37819.62939622217,LDPE/LLDPE
San Joaquin,9804.843679369142,567.8777424920894,16.1580418196757,129.0085107183816,10517.88797439929,LDPE/LLDPE
San Luis Obispo,5192.393829178414,311.9851065406558,10.834520090409468,77.95837611947078,5593.17183192895,LDPE/LLDPE
San Mateo,19337.912740863307,1284.2438923421892,31.21620281911823,235.90137789004265,20889.274213914658,LDPE/LLDPE
Santa Barbara,8802.116777353858,546.8980467341516,16.7913888126206,130.53725169939628,9496.343464600028,LDPE/LLDPE
Santa Clara,47362.978872178464,3163.619287412762,73.2387270867878,657.9904802413014,51257.827366919315,LDPE/LLDPE
Santa Cruz,4630.190763149267,267.1546371086963,9.284196943514656,87.96508111301755,4994.5946783144955,LDPE/LLDPE
Shasta,2858.625990310282,174.80523414066633,5.484980731053068,42.32382788455112,3081.2400330665528,LDPE/LLDPE
Sierra,9.526188652868989,0.6867450231661447,0.0020970114427608186,0.016080023029553196,10.231110710507448,LDPE/LLDPE
Siskiyou,555.9091803356839,37.12346004526595,1.026541032835629,9.080348126624527,603.13952954041,LDPE/LLDPE
Solano,5817.212735791961,337.93202401349834,11.522593664066337,92.51750671853698,6259.184860188062,LDPE/LLDPE
Sonoma,9625.55535148001,554.9164500252622,17.030121062444515,182.14665479142235,10379.64857735914,LDPE/LLDPE
Stanislaus,8335.680736442491,436.9041191707886,14.92466131491884,109.37362512801657,8896.883142056213,LDPE/LLDPE
Sutter,1321.4801047851572,75.29628077940771,2.2885396035776595,15.965758476521353,1415.030683644664,LDPE/LLDPE
Tehama,829.4304748834961,54.441759128693526,1.0851430709185232,11.555688665654008,896.5130657487621,LDPE/LLDPE
Trinity,132.19977531114827,9.65765967896678,0.20353607744136942,1.5357500113961773,143.5967210789526,LDPE/LLDPE
Tulare,6204.459163780099,336.38673667573374,9.736192129799152,78.61533434457206,6629.197426930203,LDPE/LLDPE
Tuolumne,801.8055630935683,43.316920716343816,1.5364600548656946,13.951402284714154,860.610346149492,LDPE/LLDPE
Ventura,14420.138639630604,882.3170633255316,26.878609618121455,231.97589073155115,15561.31020330581,LDPE/LLDPE
Yolo,3542.8333335160673,231.63084346017038,5.568472367135451,57.130432999712845,3837.1630823430864,LDPE/LLDPE
Yuba,636.2825045440788,39.03461549368509,1.124857043387339,7.829988320876154,684.2719654020274,LDPE/LLDPE
Alameda,1849.5519099414355,136.46760864562674,1.8584795254249058,24.41665354742582,2012.294651659913,PVC
Alpine,0.8256320253497458,0.0801193889216141,2.597047523063246e-4,0.0015684418603395282,0.9075795608840057,PVC
Amador,22.75586151984583,1.4164924279715625,0.026399612803829818,0.3859116724527083,24.584665233073935,PVC
Butte,205.2034774991535,14.035754357548193,0.25714543094264347,2.001995746788485,221.4983730344328,PVC
Calaveras,18.978955318758466,1.3165745198627163,0.023767042094339604,0.3371113187587663,20.65640819947429,PVC
Colusa,18.869304008958963,0.8932603249997635,0.02285298644952171,0.11034800449043328,19.895765324898683,PVC
Contra Costa,922.3961474167362,67.77220230510953,1.0906368678387084,10.672700189295767,1001.9316867789801,PVC
Del Norte,18.996336311777966,1.2809910222407432,0.021238787358005086,0.16266527125093982,20.461231392627653,PVC
El Dorado,136.6391160485296,8.901281506958627,0.14662347438573178,1.6987966319254282,147.38581766179936,PVC
Fresno,830.5193249290792,51.85853464484725,0.9080583718593709,7.922758762360672,891.2086767081464,PVC
Glenn,18.406125302636653,1.1151669250831722,0.013406546465223832,0.19167421724546474,19.726372991430512,PVC
Humboldt,115.30996167459459,7.562213987606885,0.13454695034349912,1.556657092846987,124.56337970539195,PVC
Imperial,136.5448129561118,8.53305841048805,0.11083642903431185,1.034071623329948,146.22277941896408,PVC
Inyo,21.48626152446828,1.4125893129373845,0.022718667954123972,0.18941410200583794,23.110983607365625,PVC
Kern,650.9650273809318,39.88563549139712,0.6445255217119901,6.466066069781865,697.9612544638228,PVC
Kings,100.29348345086156,4.913608517664259,0.09895486556698396,0.8335845235497805,106.13963135764257,PVC
Lake,42.77807884819466,3.2055708393893294,0.03830057694920723,0.5612192764134161,46.583169540946614,PVC
Lassen,17.1746474864634,1.1636009469253668,0.020039054075762033,0.1560600990022001,18.514347586466727,PVC
Los Angeles,11564.568521583025,853.0300973476819,11.648545407842386,139.9040904493728,12569.151254787925,PVC
Madera,88.39652974671185,5.347419898054953,0.10402624367719092,1.2399679889671116,95.0879438774111,PVC
Marin,307.96403055820286,22.130527160290846,0.35030851929585183,3.6199788020343844,334.0648450398239,PVC
Mariposa,12.893608209216044,1.216299258620404,0.009634641271437918,0.1294926904570505,14.249034799564935,PVC
Mendocino,79.06416938014728,5.146108512249617,0.08731198029059188,1.2313751896770275,85.5289650623645,PVC
Merced,170.90585033343956,9.324976558638593,0.14962617710316783,1.7574129301408268,182.13786599932214,PVC
Modoc,6.527441507507447,0.4089798868214679,0.006688909066078786,0.07129670922064889,7.014407012615642,PVC
Mono,18.45760817292367,1.4965710256012525,0.017113142531303794,0.1306861273175063,20.101978468373733,PVC
Monterey,391.57472648355383,24.310679787934212,0.382383501150062,3.4769850363664183,419.7447748090045,PVC
Napa,179.2517258762664,11.026914060955178,0.21079453909606327,1.9973663808271733,192.48680085714483,PVC
Nevada,69.61191373047666,4.8120656528725405,0.093003806349509055,1.1977476974597343,75.71473088715842,PVC
Orange,4119.453183937616,299.03597996966874,4.059999659948942,57.25465062822608,4479.803814195459,PVC
Placer,389.49472471650677,24.907811125783553,0.45250282613549575,4.838994371480638,419.69403303990646,PVC
Plumas,13.857927769324768,0.9423966188256346,0.017420099823363244,0.2408559312163856,15.058600419190155,PVC
